region,month,temperature_c,humidity_pct,pressure_hpa,wind_speed_kph,precip_mm,cloud_cover_pct,condition
East,1,22.88,53.3,1004.08,14.78,7.5,33.41,Sunny
Central,4,26.51,51.02,1004.24,18.44,21.47,49.79,Cloudy
West,1,25.24,44.06,1010.67,4.22,2.5,18.74,Cloudy
South,11,29.96,70.19,1004.35,10.23,12.5,29.29,Rain
Central,12,18.2,43.83,1011.19,12.33,11.06,38.03,Sunny
North,2,13.25,37.59,1005.86,11.96,3.5,0.0,Fog
West,6,29.06,77.62,1012.29,12.75,18.03,86.96,Rain
West,1,25.77,39.86,1006.84,12.5,5.95,17.98,Cloudy
West,5,36.87,45.83,1007.48,12.57,10.87,51.81,Cloudy
North,8,19.34,74.03,1005.8,16.58,20.51,80.54,Rain
North,9,25.25,77.58,1007.57,15.78,25.54,67.5,Rain
Central,9,28.5,84.06,1002.55,9.43,16.5,62.38,Rain
East,12,25.97,57.07,1010.15,15.23,18.42,69.52,Cloudy
Central,6,26.7,90.21,1004.11,7.78,18.26,74.34,Rain
West,3,33.15,50.13,1009.13,5.86,3.5,21.34,Cloudy
Central,12,19.57,45.76,1012.0,7.6,9.27,38.65,Cloudy
Central,10,26.11,73.97,1004.31,13.59,11.04,30.33,Cloudy
East,4,36.38,64.47,1027.78,16.2,8.5,44.19,Sunny
Central,5,29.96,61.97,1013.81,10.77,6.0,2.73,Cloudy
East,5,30.62,55.3,1004.69,13.73,8.5,26.75,Sunny
West,4,33.61,62.99,1014.49,11.77,3.5,15.38,Sunny
East,10,25.71,75.47,1013.5,17.01,16.49,40.67,Rain
South,6,27.1,86.42,1005.59,7.32,18.5,62.4,Rain
South,11,32.49,83.89,1008.28,14.15,14.74,73.06,Rain
Central,12,16.53,24.88,1005.89,5.15,5.0,20.09,Cloudy
East,9,27.56,82.12,1007.57,13.97,19.0,72.78,Rain
South,8,27.78,80.77,1001.41,11.41,18.5,83.74,Rain
South,8,27.09,95.52,1014.8,18.9,19.65,74.49,Rain
East,12,19.73,49.04,1005.92,15.45,10.2,29.59,Cloudy
North,10,19.19,60.44,1010.55,19.02,9.0,29.84,Sunny
West,3,36.44,57.88,1011.7,12.93,17.64,44.62,Sunny
West,7,24.71,86.35,1000.46,9.01,14.0,45.25,Rain
West,12,22.69,37.43,1011.05,12.83,4.99,44.27,Cloudy
Central,5,38.24,41.58,1007.2,7.83,10.67,30.18,Cloudy
East,3,33.05,59.37,1008.28,9.05,8.5,31.55,Cloudy
East,1,27.92,55.22,1015.94,16.01,17.03,52.48,Cloudy
West,8,21.04,77.04,1003.01,12.3,14.0,46.58,Rain
East,10,27.55,68.67,1002.47,12.85,21.39,79.52,Cloudy
South,1,25.41,47.42,1003.77,10.61,7.0,12.63,Cloudy
East,9,25.73,83.46,1002.75,10.17,28.33,89.94,Rain
West,11,27.09,65.38,1011.15,14.01,18.65,57.66,Cloudy
East,3,28.82,70.24,1000.66,11.18,14.59,51.2,Rain
North,7,18.02,75.44,1009.13,14.2,25.66,67.57,Rain
South,4,34.04,60.92,1002.09,14.74,12.49,49.02,Cloudy
West,3,33.34,52.26,1004.07,20.03,23.48,76.33,Sunny
West,2,19.58,38.67,1005.4,15.43,2.5,6.52,Cloudy
North,1,19.02,38.32,1009.32,10.15,3.5,8.91,Sunny
West,1,16.91,38.0,1017.12,14.86,6.44,20.1,Sunny
Central,1,14.67,46.9,1006.2,11.77,5.0,8.98,Cloudy
East,10,29.96,75.82,1009.63,13.43,16.73,46.36,Rain
East,1,22.32,48.59,1007.83,14.63,16.69,62.3,Cloudy
West,9,32.55,81.12,1005.4,14.54,26.25,57.7,Rain
Central,3,27.57,63.06,1009.11,10.28,21.93,86.12,Cloudy
West,11,26.44,61.82,1007.32,10.93,17.64,47.37,Cloudy
South,4,33.59,70.63,1008.1,14.23,11.61,46.69,Cloudy
South,2,21.78,51.21,1008.32,12.14,7.0,2.19,Cloudy
East,7,25.74,79.51,1008.46,14.72,22.06,73.88,Rain
North,5,37.26,44.02,1013.42,8.23,5.82,5.5,Sunny
North,1,14.89,28.11,1012.2,16.83,3.5,22.32,Sunny
West,1,26.65,39.32,1010.58,8.39,5.88,40.43,Cloudy
West,1,22.6,42.9,1011.24,8.88,4.36,0.0,Cloudy
North,7,20.21,60.35,1009.43,16.9,25.83,83.68,Rain
Central,2,19.48,46.62,1010.12,8.4,10.02,54.12,Sunny
West,6,21.14,62.53,1008.52,12.15,22.51,76.1,Rain
North,2,12.62,27.25,1014.82,9.11,4.69,1.77,Sunny
East,7,25.61,90.86,1007.21,8.2,19.0,80.75,Rain
South,7,28.55,82.7,1012.56,13.2,18.5,65.59,Rain
North,8,21.37,51.41,1001.18,12.29,15.0,45.5,Rain
West,9,26.44,80.2,1005.54,25.19,23.4,97.79,Rain
North,6,20.42,76.31,998.01,20.11,22.52,87.05,Rain
South,5,39.74,48.77,1010.99,13.55,12.54,41.6,Sunny
West,4,33.96,53.47,1003.59,12.5,12.44,14.88,Sunny
North,8,13.08,70.44,1006.39,16.14,23.59,74.19,Rain
Central,3,36.07,54.61,1007.29,8.71,6.0,6.98,Cloudy
Central,12,12.54,40.93,1016.43,12.54,10.73,53.29,Sunny
West,3,33.39,45.39,1009.36,13.59,4.0,6.87,Cloudy
North,1,11.69,36.47,1012.37,16.72,6.94,23.53,Fog
East,5,36.87,54.57,1010.12,12.03,11.41,32.58,Cloudy
East,1,20.53,59.67,1010.21,11.89,22.96,72.83,Cloudy
West,12,15.86,37.59,1011.31,13.26,9.84,41.38,Sunny
Central,12,19.25,57.2,1008.45,9.73,8.85,23.21,Cloudy
Central,6,24.06,74.47,998.63,15.72,20.15,74.47,Rain
North,4,27.02,50.41,999.91,11.46,4.5,17.11,Cloudy
Central,5,30.29,54.11,1008.71,8.09,6.09,30.7,Sunny
East,10,23.1,75.94,1005.37,12.2,13.0,39.43,Rain
North,3,31.6,39.5,1010.44,7.36,6.95,12.0,Sunny
West,10,25.86,56.48,1002.03,15.53,18.95,36.11,Cloudy
East,8,27.85,87.1,1013.0,14.86,19.0,71.45,Rain
Central,2,21.41,60.69,1009.81,5.09,6.69,14.83,Cloudy
Central,4,37.9,42.43,1009.52,7.89,7.31,29.31,Cloudy
Central,9,22.61,73.07,1005.69,13.18,20.21,69.04,Rain
South,11,25.81,78.6,1006.76,5.45,21.9,59.97,Rain
Central,7,23.3,73.47,1012.92,9.04,16.5,64.4,Rain
South,8,26.52,93.67,1003.84,19.18,22.37,90.65,Rain
South,5,33.43,61.39,1005.64,10.0,18.39,66.17,Cloudy
North,7,24.47,72.46,1009.75,20.05,15.0,54.75,Rain
West,5,36.1,50.17,1011.47,9.95,6.64,14.76,Cloudy
West,8,26.8,73.4,1003.37,15.02,25.04,100.0,Rain
North,6,19.23,79.2,1006.97,21.78,29.14,100.0,Storm
West,8,27.63,69.91,1005.43,15.5,14.0,61.28,Cloudy
South,10,29.36,65.99,1010.35,12.62,12.5,43.61,Sunny
South,10,33.82,78.93,1005.23,14.84,25.67,100.0,Rain
South,9,29.14,96.54,1006.52,12.34,18.5,53.96,Rain
North,4,33.6,42.46,1012.1,9.38,16.06,50.69,Sunny
Central,6,25.25,86.31,1009.25,17.0,23.66,97.83,Rain
West,8,27.24,73.71,1001.87,15.62,14.65,50.89,Rain
Central,6,18.72,86.36,1000.82,8.67,20.45,78.9,Rain
East,7,22.18,87.15,1008.85,15.2,19.23,84.02,Rain
Central,6,25.05,81.65,1010.14,7.6,16.5,64.7,Rain
North,9,18.73,75.21,1005.21,8.79,15.0,52.6,Rain
West,6,29.34,80.05,1004.31,14.35,22.09,92.58,Rain
South,8,26.7,92.2,1002.93,7.42,28.61,100.0,Rain
Central,4,30.18,53.08,1007.91,9.42,6.0,5.54,Sunny
South,4,38.03,51.64,1009.14,13.26,14.65,50.66,Cloudy
North,7,25.55,65.07,1000.79,11.12,15.0,37.66,Rain
South,4,36.54,48.09,1010.32,12.95,13.63,41.41,Sunny
South,5,39.59,61.4,1003.77,13.65,8.0,28.95,Cloudy
Central,8,22.81,76.03,1014.7,17.52,28.64,100.0,Rain
North,12,12.66,29.74,1006.99,8.0,7.45,8.45,Fog
West,11,24.7,58.16,1005.42,9.88,8.0,34.17,Sunny
North,10,31.05,63.86,1012.19,14.62,11.44,24.45,Sunny
Central,6,24.56,85.42,1002.73,12.96,21.28,77.27,Rain
South,9,26.48,91.08,1001.56,12.19,18.5,61.61,Rain
East,2,16.72,42.5,1012.3,12.72,10.08,30.57,Sunny
North,4,28.66,42.5,1010.77,15.11,4.5,20.26,Sunny
South,8,26.12,84.6,1015.01,15.2,18.5,53.14,Rain
South,12,18.18,51.55,1008.42,15.35,14.87,62.32,Cloudy
Central,12,15.66,50.56,1008.88,12.08,6.37,13.04,Sunny
Central,11,29.72,72.32,1009.41,11.77,23.78,76.64,Rain
South,2,24.01,52.77,996.12,18.79,12.48,38.15,Cloudy
East,12,17.13,47.64,1012.4,19.37,7.5,18.34,Sunny
North,12,15.37,35.73,1014.33,15.87,9.06,19.79,Sunny
Central,3,31.61,44.91,1011.09,13.24,9.45,25.93,Sunny
North,2,15.74,37.87,1013.78,11.88,15.97,58.11,Fog
East,2,24.64,53.21,1011.82,19.47,24.66,100.0,Sunny
East,6,30.28,77.39,1003.78,12.63,21.02,55.77,Rain
East,5,39.15,49.92,1010.12,13.58,14.83,62.02,Sunny
South,4,36.52,63.7,1013.16,11.03,8.0,23.74,Sunny
Central,4,33.08,52.52,1001.76,18.95,12.53,55.09,Sunny
East,1,24.5,56.0,1005.61,19.72,7.5,46.02,Cloudy
South,4,33.32,61.44,1004.45,14.32,8.0,28.2,Cloudy
East,6,25.02,87.49,1006.6,9.18,22.44,95.21,Rain
Central,7,26.24,84.0,1003.08,12.02,18.12,50.23,Rain
Central,8,24.99,78.07,1016.85,12.75,28.76,100.0,Rain
West,5,34.0,48.26,1012.4,8.74,3.5,17.85,Cloudy
North,2,14.77,42.18,1009.5,15.99,3.5,1.18,Sunny
West,1,21.08,49.07,1014.51,7.14,2.5,6.38,Cloudy
Central,11,22.49,61.04,1007.62,4.21,10.5,26.78,Cloudy
Central,7,26.62,79.39,1016.66,14.15,20.96,87.64,Rain
Central,3,30.46,46.24,1008.94,7.56,6.0,42.78,Sunny
East,2,23.49,46.6,1013.17,11.51,7.5,43.06,Cloudy
West,2,20.89,39.88,1004.1,3.53,2.5,0.0,Sunny
East,6,31.85,79.89,1012.19,21.01,32.42,100.0,Storm
South,1,21.51,46.66,1001.74,9.22,9.28,26.79,Sunny
Central,5,31.52,48.48,1013.34,11.19,6.0,10.7,Sunny
West,10,26.44,64.96,1018.89,12.45,8.0,26.91,Sunny
North,6,21.39,84.08,1003.98,14.48,26.83,97.78,Rain
North,6,25.34,76.27,1000.48,7.42,18.45,74.3,Rain
Central,6,24.27,81.11,1009.74,12.36,16.5,35.29,Rain
Central,1,20.02,42.02,1017.15,16.19,5.0,46.4,Sunny
West,2,18.55,30.82,1006.89,9.16,2.5,14.98,Sunny
South,7,28.24,90.81,1004.07,9.44,23.85,71.45,Rain
Central,8,24.16,85.71,999.13,11.67,16.5,70.68,Rain
North,2,18.16,21.91,1007.96,11.53,10.45,39.28,Fog
West,10,25.8,63.44,1001.91,15.3,8.0,24.17,Sunny
East,5,36.29,62.3,1008.96,15.11,18.49,71.92,Cloudy
West,3,36.66,46.9,1005.64,2.07,3.5,5.55,Cloudy
West,12,19.03,53.32,1009.72,18.89,7.92,6.84,Cloudy
Central,12,15.55,38.3,1011.57,9.62,5.0,30.65,Cloudy
West,1,21.16,43.24,1017.01,18.07,2.5,0.03,Cloudy
South,5,34.2,63.01,1007.39,10.57,8.0,28.28,Sunny
North,7,20.68,75.34,1010.78,15.4,15.0,53.66,Rain
Central,12,16.26,37.77,1013.33,1.61,6.52,17.68,Sunny
North,5,29.49,39.2,1015.44,8.42,4.5,7.74,Sunny
South,9,23.11,96.33,1006.04,9.42,25.2,68.6,Rain
Central,12,18.52,49.01,1009.89,10.85,11.55,35.6,Sunny
East,1,18.52,28.88,1012.29,11.12,17.47,29.4,Sunny
North,5,31.61,39.4,1010.01,13.52,4.5,11.25,Cloudy
Central,10,26.42,59.21,1011.31,14.13,14.83,52.19,Sunny
North,4,32.89,36.76,1015.93,12.69,7.28,17.31,Sunny
North,12,13.25,36.4,1011.09,5.19,4.44,10.97,Fog
Central,7,23.38,76.6,1012.6,16.06,21.46,96.58,Rain
North,12,14.67,33.55,1011.46,14.39,5.28,27.19,Fog
North,4,33.05,49.74,1010.74,12.59,8.31,12.5,Sunny
South,8,24.25,85.0,1007.31,10.34,21.74,58.06,Rain
East,6,23.71,100.0,1001.02,9.62,21.34,79.89,Rain
Central,2,17.77,35.45,1014.39,13.28,13.12,43.46,Sunny
Central,9,22.05,78.21,1002.87,12.8,33.07,100.0,Rain
South,2,20.15,63.45,1001.66,11.63,8.54,29.49,Cloudy
Central,5,30.74,50.53,1011.31,8.25,10.35,24.25,Sunny
West,11,26.05,59.44,1004.11,15.27,9.55,39.76,Cloudy
South,8,26.18,96.97,1005.35,18.68,18.5,54.1,Rain
East,10,33.81,73.12,1000.57,9.74,17.54,50.11,Rain
East,1,15.67,54.18,1010.84,17.71,13.66,47.78,Sunny
Central,4,29.07,51.01,1008.76,11.57,8.76,7.5,Sunny
North,12,17.06,28.63,1015.19,16.17,3.5,6.87,Sunny
Central,6,28.38,87.13,1009.68,14.4,16.5,44.9,Rain
West,2,20.1,45.61,1008.57,6.83,6.39,30.53,Cloudy
North,11,24.85,64.88,1002.26,13.99,12.52,36.8,Cloudy
North,10,19.21,72.54,1006.78,8.97,16.26,66.72,Rain
North,1,13.19,50.83,1017.29,7.64,3.5,8.62,Fog
South,6,29.99,95.71,1003.56,15.39,18.58,87.01,Rain
Central,4,33.12,55.59,1009.28,17.29,6.0,20.61,Cloudy
North,10,20.71,54.23,1010.01,12.73,23.84,81.36,Sunny
Central,10,23.86,65.03,1008.51,16.25,21.47,53.9,Cloudy
South,10,25.19,86.2,1001.93,5.91,15.45,47.45,Rain
East,2,22.26,43.27,1008.68,10.73,7.5,27.44,Cloudy
West,9,32.52,63.63,1012.57,13.16,14.0,52.45,Rain
North,6,25.18,67.12,1014.87,15.88,17.42,59.88,Rain
West,2,19.11,27.13,1011.65,13.47,11.54,34.42,Cloudy
South,12,24.15,47.46,1003.37,10.58,11.77,68.4,Cloudy
South,10,29.04,74.3,1006.89,18.61,22.37,70.17,Rain
North,4,26.58,40.24,1013.53,8.16,10.35,26.56,Sunny
East,4,30.6,56.3,1004.35,5.84,8.5,30.08,Sunny
Central,8,24.82,81.9,1012.87,11.6,16.5,87.84,Rain
East,5,25.42,67.48,1003.13,14.48,16.22,39.95,Cloudy
West,12,21.26,46.77,1004.49,9.83,7.72,5.91,Cloudy
East,12,20.01,45.72,1023.43,8.29,7.5,21.54,Sunny
Central,9,21.42,81.63,1010.66,16.41,24.13,76.64,Rain
East,10,23.48,74.46,1007.48,7.66,17.06,73.5,Rain
North,5,29.06,58.51,1000.94,14.16,8.82,31.87,Sunny
East,4,30.84,60.51,1016.32,4.8,17.89,67.23,Cloudy
Central,8,26.4,75.15,1001.23,7.73,16.56,71.15,Rain
South,8,31.6,87.82,1003.82,8.49,18.5,63.48,Rain
West,6,22.18,68.27,1007.23,21.48,15.57,46.29,Rain
Central,3,33.02,47.79,1016.08,2.88,9.57,30.93,Cloudy
Central,3,35.24,58.78,1013.54,10.1,16.4,56.93,Cloudy
West,7,19.92,77.67,1005.31,18.34,14.0,53.49,Rain
Central,8,22.02,78.94,1007.41,9.5,22.6,60.04,Rain
North,2,17.22,21.08,1003.69,3.99,3.5,0.0,Sunny
West,1,20.22,30.79,1014.96,14.28,2.5,7.9,Cloudy
South,5,33.73,62.32,1020.18,9.38,8.0,30.27,Sunny
South,11,32.73,84.12,1005.81,20.23,20.33,71.81,Rain
East,4,27.34,63.18,1001.33,12.49,8.5,28.61,Cloudy
East,4,35.73,70.47,1018.45,15.99,13.98,56.99,Rain
Central,5,33.8,56.79,1014.63,11.02,9.11,22.01,Sunny
South,5,34.36,67.04,1013.63,18.27,11.55,62.97,Cloudy
South,8,30.11,83.96,1007.59,11.95,22.28,69.5,Rain
West,5,35.59,58.91,1006.04,8.21,3.5,6.5,Cloudy
South,1,23.46,45.6,1014.81,14.27,17.76,38.63,Cloudy
West,12,20.92,43.82,1012.65,9.61,6.62,6.98,Sunny
North,2,15.46,42.16,1017.85,8.44,7.73,24.31,Fog
Central,11,27.68,65.92,1009.13,6.78,10.68,35.07,Sunny
North,9,15.66,75.98,1006.9,20.96,27.35,100.0,Storm
Central,6,17.41,79.44,1008.13,18.84,29.75,80.26,Storm
South,7,35.88,84.38,1004.67,18.66,27.52,86.35,Storm
West,2,22.01,28.55,1012.44,9.94,9.44,39.83,Cloudy
Central,4,31.11,70.26,1006.38,12.53,14.47,62.19,Rain
North,7,16.09,68.34,1008.04,12.01,15.0,45.81,Rain
South,3,36.12,64.04,999.45,7.93,22.02,67.1,Sunny
East,7,24.33,87.46,1013.27,8.74,19.0,70.71,Rain
South,1,16.78,42.68,1006.63,11.31,7.0,17.59,Cloudy
East,6,31.96,83.14,1012.59,20.43,22.68,79.16,Rain
East,11,30.3,78.85,1011.52,17.46,21.85,86.07,Rain
East,9,26.6,84.25,1002.31,16.42,19.0,70.4,Rain
West,10,26.0,61.77,1009.33,16.65,18.23,83.1,Sunny
South,8,22.91,86.38,1012.1,13.62,21.38,52.79,Rain
South,6,26.63,100.0,1002.86,11.52,25.49,88.81,Rain
North,4,29.48,41.57,1015.51,4.83,5.32,20.19,Sunny
Central,8,23.95,76.3,1002.5,6.69,25.05,100.0,Rain
Central,11,24.37,61.16,1009.29,16.32,13.43,67.1,Cloudy
West,6,20.73,86.39,1003.17,13.58,14.0,60.28,Rain
Central,10,30.11,66.41,1014.24,14.71,10.5,37.9,Sunny
West,10,26.96,65.26,1005.36,11.85,12.49,50.18,Sunny
Central,5,32.17,67.91,1010.42,7.15,6.0,23.48,Cloudy
West,7,30.49,68.12,1010.01,16.59,14.0,51.34,Cloudy
East,11,24.86,77.12,1008.83,17.07,27.57,100.0,Rain
South,11,26.46,74.28,1007.84,8.7,16.79,41.5,Rain
Central,2,19.46,52.54,1000.04,16.37,8.18,11.69,Sunny
South,8,24.25,81.68,1009.71,15.41,27.87,91.15,Rain
Central,4,38.06,51.83,1010.81,12.67,16.44,48.35,Sunny
East,4,33.71,69.66,1009.98,14.01,19.0,15.77,Cloudy
South,10,29.78,82.74,1010.19,14.29,13.89,45.09,Rain
East,11,30.07,74.21,1012.47,11.15,21.94,90.9,Rain
East,6,19.69,89.46,1003.43,12.1,19.0,82.65,Rain
Central,6,23.58,77.7,1003.31,6.12,16.5,66.31,Rain
South,11,30.6,83.11,1019.4,25.54,18.81,88.87,Rain
East,8,19.41,84.95,1005.53,11.4,25.03,94.94,Rain
East,7,25.4,90.9,1006.03,17.65,19.08,78.14,Rain
South,11,25.59,80.13,1016.22,10.48,17.93,84.92,Rain
North,6,14.85,77.53,1007.62,9.26,15.0,38.9,Rain
West,10,32.99,64.24,1000.58,12.8,23.66,100.0,Sunny
Central,6,25.06,65.38,1012.03,11.55,16.5,69.44,Rain
South,6,24.61,91.2,1007.0,15.95,23.74,100.0,Rain
South,4,37.84,70.19,1012.47,12.42,12.93,54.89,Rain
North,12,18.96,23.56,1011.94,8.53,8.2,24.54,Fog
East,11,25.15,84.37,1013.7,15.19,17.23,71.97,Rain
North,6,17.71,71.45,1011.38,17.82,24.57,65.05,Rain
South,10,31.97,82.4,1007.62,11.46,12.5,42.2,Rain
South,1,23.41,62.17,1002.48,13.58,17.49,38.26,Cloudy
North,6,27.72,70.74,1019.42,9.78,21.25,94.07,Rain
West,11,24.67,75.94,1014.17,14.08,15.81,33.33,Rain
South,11,28.82,81.58,1002.21,14.86,17.3,69.54,Rain
Central,9,27.47,84.67,1013.52,18.93,18.73,71.79,Rain
South,9,29.06,90.72,1000.53,13.93,26.15,59.34,Rain
East,5,29.69,61.05,1011.13,9.03,10.93,55.42,Sunny
South,8,27.28,81.97,1009.7,20.42,18.71,64.82,Rain
West,1,22.27,37.86,999.38,6.38,2.5,4.03,Sunny
West,7,25.37,77.79,1007.45,5.25,14.0,57.19,Rain
South,3,39.84,64.81,1008.03,7.18,8.0,17.36,Cloudy
East,6,27.91,94.03,1009.01,14.24,19.68,77.62,Rain
East,5,33.66,60.69,1009.94,11.71,10.41,68.66,Sunny
Central,2,21.29,48.09,1005.79,12.32,5.48,24.44,Cloudy
South,12,24.99,52.24,1011.99,12.4,7.17,34.1,Sunny
Central,5,30.48,72.36,1011.77,10.87,13.58,47.58,Rain
North,6,18.88,73.79,1007.11,9.72,15.0,45.89,Rain
East,5,29.59,63.39,1008.0,8.6,8.5,31.88,Cloudy
East,8,26.24,81.38,1007.85,19.72,19.0,57.09,Rain
South,12,22.18,58.17,1005.23,11.81,10.29,46.49,Cloudy
Central,10,24.39,58.06,1006.63,13.15,10.5,44.9,Sunny
West,5,31.68,40.11,1006.27,12.72,3.5,19.72,Sunny
North,11,22.1,60.93,1015.72,2.98,9.5,55.78,Sunny
North,2,17.89,22.91,1004.88,6.17,3.5,8.09,Sunny
North,11,23.72,53.15,1008.12,9.41,9.0,30.39,Cloudy
Central,8,27.94,75.91,1007.19,10.97,19.8,74.4,Rain
West,4,30.54,54.0,1007.99,8.71,8.36,27.78,Cloudy
East,11,25.48,70.85,1009.69,12.54,14.9,72.62,Rain
South,9,30.22,83.72,996.07,12.45,18.5,53.58,Rain
South,11,27.98,79.12,1009.31,1.0,12.5,27.59,Rain
East,12,14.73,48.3,1012.58,13.79,22.25,84.42,Sunny
South,12,23.92,55.02,1008.0,16.45,9.17,42.22,Sunny
Central,4,33.92,48.22,1007.43,11.48,12.05,53.72,Cloudy
West,2,17.62,32.52,1017.96,14.44,7.12,15.09,Sunny
East,12,19.82,47.68,1012.22,16.3,18.04,67.1,Cloudy
East,1,22.28,53.41,1006.55,5.36,7.5,16.67,Sunny
West,1,16.98,38.31,1004.64,12.81,4.39,4.71,Sunny
North,7,21.02,69.14,1011.93,3.2,19.52,71.23,Cloudy
North,3,23.87,62.05,1007.52,9.42,5.16,24.52,Cloudy
South,6,26.73,82.27,1007.39,11.55,24.72,94.66,Rain
West,12,25.6,38.57,1006.15,12.27,3.34,13.81,Cloudy
East,9,31.38,95.23,1000.3,18.62,19.0,84.98,Rain
South,7,32.87,82.23,1008.45,17.84,20.83,62.46,Rain
South,1,18.71,42.79,1008.55,6.53,13.5,48.26,Sunny
Central,12,20.58,45.96,1017.77,14.25,9.67,30.01,Sunny
West,10,25.95,62.79,1007.73,14.94,23.29,72.32,Sunny
East,8,29.63,85.97,1006.58,14.41,19.0,41.77,Rain
South,8,33.82,93.55,1013.92,16.65,18.5,39.44,Rain
South,5,36.03,61.53,1008.23,17.81,8.0,30.69,Cloudy
Central,10,20.74,88.82,1005.42,15.15,11.26,41.21,Cloudy
Central,7,22.4,80.32,1013.75,15.95,18.81,72.58,Rain
East,5,35.82,45.67,1010.94,17.25,8.5,45.42,Sunny
South,3,35.58,65.86,1010.46,14.33,8.31,23.52,Sunny
East,8,25.77,90.68,1008.74,17.2,19.0,71.67,Rain
Central,3,39.04,62.8,1007.34,5.35,6.0,17.33,Cloudy
West,5,34.3,42.3,1006.9,12.43,3.5,16.29,Sunny
East,2,22.36,30.49,1004.26,11.44,26.41,75.47,Cloudy
North,9,21.73,78.03,1006.38,10.12,15.0,54.61,Rain
West,12,22.56,44.17,1006.25,11.13,2.5,12.4,Cloudy
West,11,23.86,67.74,1011.93,11.8,9.93,47.21,Cloudy
North,7,28.19,78.4,1002.71,18.34,23.0,65.62,Rain
West,4,32.77,48.3,1011.12,10.41,3.5,21.4,Sunny
Central,8,20.26,74.8,1007.36,18.39,16.5,63.08,Rain
East,7,25.59,84.64,999.04,11.16,28.55,96.38,Rain
North,10,16.77,69.4,1016.86,18.15,15.0,37.67,Cloudy
South,1,20.56,53.94,1009.31,6.97,7.0,39.35,Cloudy
East,10,24.72,76.73,1008.33,10.81,13.0,23.06,Rain
South,6,28.51,100.0,1007.57,19.02,24.86,82.0,Rain
West,11,29.09,62.7,1006.39,8.7,10.05,50.49,Cloudy
East,5,31.21,65.72,1001.95,19.1,14.77,57.53,Cloudy
Central,8,29.28,86.81,1018.17,9.13,16.93,55.57,Rain
West,3,35.3,38.53,1009.05,10.66,3.5,15.55,Sunny
East,6,25.81,79.67,1012.19,16.25,19.0,61.24,Rain
South,6,24.42,86.9,1006.3,15.3,34.43,91.31,Rain
East,2,23.97,53.18,1016.22,17.92,15.57,65.38,Sunny
East,5,31.99,65.93,1004.09,14.86,15.76,62.23,Sunny
West,10,26.86,68.36,1009.63,19.13,8.0,27.63,Cloudy
Central,8,24.8,81.39,1014.72,14.24,32.83,100.0,Rain
North,3,27.78,36.27,1016.14,13.27,4.5,17.48,Sunny
East,6,28.65,94.74,1011.06,21.18,24.37,62.84,Rain
West,11,25.72,63.87,1010.39,15.43,8.48,40.89,Sunny
West,3,33.0,46.06,1014.03,11.37,5.38,38.24,Sunny
North,6,19.63,81.41,1007.69,15.16,15.0,33.86,Rain
North,3,29.82,50.33,1011.62,8.63,4.5,26.1,Sunny
East,12,17.22,43.39,1015.78,7.95,14.11,44.48,Sunny
East,8,25.11,78.81,1004.22,22.91,26.29,100.0,Storm
North,5,25.24,57.27,1011.88,12.92,10.34,33.21,Sunny
North,7,19.1,75.73,1008.94,8.75,21.96,87.82,Rain
East,6,22.95,87.37,1008.1,15.46,20.46,76.47,Rain
East,10,26.48,69.61,1007.17,3.97,14.81,66.72,Sunny
North,11,22.61,56.94,1001.61,12.81,9.0,35.75,Sunny
South,11,26.3,71.06,1000.89,13.62,12.5,51.68,Rain
West,5,33.15,42.86,1012.73,11.56,3.5,11.93,Sunny
East,2,19.09,48.56,1008.24,16.27,17.49,61.17,Sunny
West,11,25.11,73.93,1002.71,14.09,11.35,38.85,Cloudy
West,7,25.76,64.0,1006.65,14.13,21.1,45.61,Rain
Central,8,27.06,80.02,1002.73,2.91,16.5,65.02,Rain
East,7,27.67,86.47,1005.36,12.86,27.18,100.0,Rain
North,7,26.19,69.28,1018.21,21.09,26.86,100.0,Storm
Central,8,22.11,95.35,1008.18,8.83,19.01,40.76,Rain
North,8,18.52,82.58,1014.14,6.34,21.31,79.26,Rain
West,11,25.61,61.86,1007.28,11.8,8.0,22.19,Sunny
South,2,26.0,42.65,1006.4,14.97,7.4,34.38,Sunny
West,1,22.46,40.04,1009.02,14.82,2.5,0.0,Sunny
West,1,22.55,35.71,1007.65,14.34,2.5,4.29,Cloudy
South,12,20.21,64.18,1013.81,13.02,19.55,84.81,Cloudy
West,2,13.92,40.49,1004.24,13.64,2.5,11.44,Cloudy
West,9,26.31,66.67,1010.2,11.01,21.5,94.79,Cloudy
South,3,38.87,67.82,1014.09,9.08,8.0,42.19,Sunny
West,3,33.56,60.24,1007.32,10.54,3.5,4.86,Sunny
North,2,16.07,52.35,1008.25,9.0,3.5,25.26,Sunny
East,4,34.0,60.14,1009.61,8.91,8.5,29.21,Cloudy
South,10,28.99,77.9,1007.43,14.31,20.33,84.17,Rain
South,4,39.01,65.26,1009.07,11.45,10.05,37.2,Cloudy
South,11,31.48,90.49,1011.21,6.26,12.5,19.27,Rain
South,12,23.5,48.65,1005.81,10.95,7.0,28.92,Cloudy
Central,11,31.84,75.74,1004.98,14.04,18.59,83.36,Rain
South,4,37.11,80.86,1001.41,17.76,11.76,31.09,Cloudy
North,2,13.45,35.11,1009.86,8.29,12.09,57.78,Sunny
West,11,23.34,59.88,1013.01,16.84,16.72,65.54,Sunny
